,name,title,description,creator,youtube_url,template_url,date_posted
99,Support Email AI Workflow,We're All Using AI Agents Wrong.,"In this video, Nate Herk explains a detailed, deterministic AI workflow system built in n8n that automates customer support email responses. The system uses Google Drive for document ingestion, Pine Cone for vector-based searches, and an OpenAI node for generating accurate replies, all integrated in a linear flow for improved reliability, cost-efficiency, and easier debugging. A free template is available via the creator’s community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=HuTyZiUDz2k,https://drive.google.com/file/d/1J2xOp3hobZ2AjlkMaRzTdgSqb_U73dVe/view?usp=drive_link  https://drive.google.com/file/d/1ZxZJWKeLwDtrINECXwrECI8-9H94aNzZ/view?usp=drive_link ,2025-03-27T20:15:32.000Z
100,Multi-Agent Supervisor System,Don't Build Another AI Agent Until You See This: Langchain’s Multi Agent Architecture ~ n8n,"In this video by Mahmut Kasimoglu, a multi-agent workflow system is demonstrated that uses a supervisor agent to orchestrate specialized sub-agents for handling emails, contacts, calendars, and context queries. The system, inspired by Langchain’s multi-agent architecture, shows how tasks are delegated sequentially or in parallel for improved efficiency and debugging. It is implemented in n8n with a free JSON workflow template available to download via his Skool community.",Mahmut Kasimoglu | AI Automation,https://www.youtube.com/watch?v=Ah-1-Lda4DU,https://drive.google.com/file/d/1Z_RSpNhoAA06YMtuzUb-jcDEkC8xU6_9/view?usp=drive_link,2025-03-26T18:52:50.000Z
101,TikTok Viral Scraper,Want Viral TikTok Videos? Copy This AI System Now | N8N Tutorial,"This system automates TikTok content analysis by scraping trending videos via Apify and managing topic data in Airtable. It downloads videos, stores them temporarily on Google Drive, and then leverages Google’s Gemini AI to extract key metrics such as hooks, visual cues, view counts, and captions. The workflow uses scheduled triggers and iterative processing to update Airtable records. Developed by MagicOps AI, the free template streamlines viral content strategy.",MagicOps AI,https://www.youtube.com/watch?v=IWUy79cSp60,https://drive.google.com/file/d/1SlrxzebxsPoE5hWiZj2gjnalItYBrf6v/view?usp=drive_link,2025-03-26T13:57:12.000Z
103,Jarvis Assistant,"How I Built JARVIS with No Code (Tutorial w/ Lovable, ElevenLabs, n8n)","This video demonstrates a complete no-code AI assistant system that integrates a voice UI built with Lovable and ElevenLabs with a backend automated workflow built on n8n. The system uses multiple sub-agents including email, calendar, contacts, and content creation along with a Tavly search tool. Creator Nate Herk explains how to configure API integrations, webhooks, and tool chaining, and offers the free template via his Skool community resource for replicating the workflow.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=KUvSzvFeZls,https://drive.google.com/file/d/1kDObptC2SpkViCPxI7ajFP7phBm-7M6t/view?usp=drive_link  https://drive.google.com/file/d/11kmVhQxb9nFV0PJr-C_RyFg1ZNjaIEL4/view?usp=drive_link  https://drive.google.com/file/d/1GJLNj5MiPjG_u1eXEIKtUWtfLAKvD9ov/view?usp=drive_link  https://drive.google.com/file/d/1BfHwX2aKv9FXbbGoEuZxD_WTBDvK6x8G/view?usp=drive_link  https://drive.google.com/file/d/1TqY55BSuEycBfXC9QjL9aEFHwng3IU2T/view?usp=drive_link ,2025-03-23T19:37:30.000Z
106,Resume Screener,This AI Resume Screener Will Change How You Hire Forever!,"Mahmut Kasimoglu demonstrates a robust AI resume screening workflow that automates candidate evaluation using a no-code automation tool. The system integrates Gmail triggers for email-based resume intake, AirTable for data management, and employs multiple AI models (GPT-4o, Claude 3.5, Gemini 2.0 flash, and o3 mini) within evaluator/optimizer and voting parallelization patterns. The workflow processes PDF/HTML resumes, extracts structured data, and iteratively aggregates scores. A free template is available via the linked community resource.",Mahmut Kasimoglu | AI Automation,https://www.youtube.com/watch?v=lGnsQ3qWUmk,https://drive.google.com/file/d/1MSG1DN458vUafEhYZH30eEHotJsy2e1B/view?usp=drive_link,2025-03-18T22:13:21.000Z
107,MCP Workflow Setup,"Ultimate No Code MCP Setup Guide (Self-Host, Installation, Common Issues)","In this detailed setup guide, Nate Herk walks you through deploying a self‐hosted MCP system using n8n’s community nodes. The video demonstrates installing the MCP community node via a free GitHub repository, configuring connections to various MCP servers, and integrating tools like Airbnb search, Brave search, and Airtable. It covers command execution with MPX, parameter handling, and environment variables to streamline automation without terminal commands, all backed by free resources.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=OUPW4DJMAsA,https://drive.google.com/file/d/1D2_NfUDEWV7UIxUBci_7CR6kKlfwL-T9/view?usp=drive_link,2025-03-17T22:03:48.000Z
108,Website Chatbot,Add ChatGPT To Your Website In Minutes (n8n AI Chatbot),"In this video, Jono Catliff demonstrates a complete n8n workflow for adding an AI chatbot to a website. The system integrates an embedded chat trigger with an AI agent that uses OpenAI for responses and a secondary workflow for invoice generation, leveraging an HTTP request to communicate with Go High Level. The workflow includes dynamic data extraction (name and email collection) and a resume URL mechanism to continue execution after external processing. Free blueprints are provided via a Gumroad template.",Jono Catliff,https://www.youtube.com/watch?v=4VD-6dFQJsk,https://drive.google.com/file/d/1cGgIf2-fYp11MV5d3FhDSUuD1bgwCe5_/view?usp=drive_link  https://drive.google.com/file/d/1TeG1KpLru6o0b7CK78lmKECIpfNl3t4y/view?usp=drive_link ,2025-03-16T16:13:31.000Z
109,Twitter Data Scraper,How to Actually Scrape Twitter/X Data with n8n,"This system demonstrates an end-to-end workflow for scraping Twitter/X data using a free template shared by Nate Herk. It leverages the Twitter API with advanced search parameters, dynamic pagination using cursors, and a looping mechanism to extract tweet details such as IDs, URLs, content, likes, views, and dates. The workflow utilizes HTTP request nodes, code nodes for data parsing, and Google Sheets for data storage, all orchestrated within an automated n8n environment.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=lEo7IAgj0UY,https://drive.google.com/file/d/1Zg5rvw2q9PV437VzxjAhLp7eWrHM9YqD/view?usp=drive_link,2025-03-15T01:37:17.000Z
110,Scraper Agent,This n8n Agent can scrape ANYTHING (no code),"This workflow is a no-code scraping AI agent built in n8n by Rory Ridgers. It integrates multiple tools to scrape data from LinkedIn, Google Maps, Trustpilot, and websites. The system uses Telegram triggers for user input, HTTP request nodes to interact with Apify actors for scraping, and a secondary workflow for converting HTML to markdown with a TAV API integration. It also features an OpenAI chat model with a buffer memory. The free template is available via Commonous.",Rory Ridgers,https://www.youtube.com/watch?v=TDB-St0V5vM,https://drive.google.com/file/d/1LuHzN-7UETUS2XeIR5KLort05KV1UXEm/view?usp=drive_link  https://drive.google.com/file/d/1IpqzqaQTf2ublU2SiuLsqlpsyrQ3-X_j/view?usp=drive_link  https://drive.google.com/file/d/1nPKpOw4bYc37MR4ItNb7MqVEaCsDtYeZ/view?usp=drive_link ,2025-03-14T18:58:09.000Z
111,Local AI Cloud Deployment,Create Your Own Private Local AI Cloud Stack in Under 20 Minutes,"Cole Medin demonstrates a full cloud deployment of a local AI stack, integrating LLM (Ollama), databases (Supabase, Qdrant), automation agents (n8n with Flowise), local search (SearXNG) and a user interface (Open WebUI). The setup uses Docker containers, secured endpoints via Caddy, and detailed firewall/DNS configurations for subdomains. This free, open-source system extends an original n8n template and is available on GitHub for immediate use.",Cole Medin,https://www.youtube.com/watch?v=hKrl5Gr7hM0,https://drive.google.com/file/d/1s94exFWhqQeFSxvvNPsm9i12LwpyVdLD/view?usp=drive_link,2025-03-13T00:00:40.000Z
112,Faceless Shorts Automation,How I Automated Faceless Shorts with AI in n8n (free template),"Creator Nate Herk presents a comprehensive AI-powered workflow that automates faceless shorts production. The system uses a Google Sheets trigger for content ideas, an agent for generating detailed image and sound prompts, and integrates multiple APIs including Pi API (flux image generation), Runway (video synthesis), 11 Labs (audio creation), and Creo mate for final video rendering. The result is a fully automated process that uploads generated videos to YouTube.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=Gc03J27xmBc,https://drive.google.com/file/d/1kaelJeo5Th8d_gW43NmlFq4JBFSvzWd-/view?usp=drive_link,2025-03-12T05:28:07.000Z
114,Agentic RAG Workflow,Store All Data Types with Agentic RAG in n8n,"This n8n workflow implements an Agentic Retrieval Augmented Generation (RAG) system that processes diverse data types using a Superbase vector database and SQL queries for tabular data. The system dynamically retrieves, embeds, and aggregates PDF content and structured sales data while using file content fetching and error-handling nodes. Built by Nate Herk with a featured template by Cole, it offers a robust, free automation template to enhance AI agent reasoning before querying.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=BhGaGFH0jR4,https://drive.google.com/file/d/1Vw3_4cDrwjTSN3pEpZ14EKntDdOJGZ0D/view?usp=drive_link,2025-03-08T20:04:37.000Z
115,Viral Content AI,I Built an AI SYSTEM For Viral Content (n8n Tutorial),"This system is a complete workflow that automates the analysis of viral Instagram Reels and other social media videos. It scrapes data from Instagram using Apify, organizes influencer data from Airtable, and then processes video content through Google Gemini AI for detailed analysis of hooks, ideas, and scripts. The workflow is set up in n8n and is designed for content creators and agencies. Created by Oleg Melnikov, the system is available as a free template.",Oleg Melnikov,https://www.youtube.com/watch?v=zEzcwjZf7c8,https://drive.google.com/file/d/17qrwc62-4CH6SfjD4-PORhcmpjWbVwgE/view?usp=drive_link,2025-03-06T04:41:32.000Z
116,Local AI RAG Agent,The ULTIMATE n8n RAG AI Agent Template - Local AI Edition,"Creator Cole Medin details a local agentic RAG AI workflow built with n8n. The system enables offline, secure Retrieval Augmented Generation by triggering file ingestion (PDF, CSV, text), extracting content, splitting text, and storing document data in PostgreSQL. It integrates SQL query capabilities for tabular data and uses Ollama for local LLM processing, alongside voice API tools like Cartesia. The free GitHub template offers a complete no-code solution for advanced document automation.",Cole Medin,https://www.youtube.com/watch?v=T2QWhXpnT5I,https://drive.google.com/file/d/152Q2fgzduqmE1EpjadZu8WkwGtLtcYrU/view?usp=drive_link,2025-03-06T01:00:18.000Z
117,Google Sheets Automation,Google Sheets on Autopilot: 11 Insane n8n Automation Hacks,"This video showcases a comprehensive automation workflow that integrates Google Sheets with n8n. The system uses triggers, webhooks, filters, and conditional logic to detect changes, update or append rows, and implement inline functions for calculations. It also demonstrates AI integration using ChatGPT for auto-classification and error handling, all while addressing rate limiting issues. The free blueprint template provided via Gumroad by Jono Catliff is featured throughout the tutorial.",Jono Catliff,https://www.youtube.com/watch?v=c8D1PP2erbo,https://drive.google.com/file/d/1FrH_-Qenv9ZaIQ3A7T-MAfqhAu-JEQwD/view?usp=drive_link,2025-03-03T20:13:50.000Z
118,Outlook Inbox Manager,"How to Build an Outlook Inbox Manager in n8n (Step-by-Step, No Code)","This video walks through building an Outlook Inbox Manager automation system that routes emails based on AI-powered classification. It leverages an Outlook trigger to detect incoming mail, cleans HTML content using an OpenAI node, and uses a free flash 2.0 model for text classification into high priority, billing, and promotional branches. Each branch employs tailored logic including moving emails, drafting responses, and sending Telegram notifications. Created by Nate Herk, the free template is available via his Skool community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=h7BLVKh7yzc,https://drive.google.com/file/d/1UuoqORnry6tnEDSp9m0I9qYGJM32Sshf/view?usp=drive_link,2025-03-02T02:45:22.000Z
120,Website Chat Agent,How to Build a Website AI Agent in 13 Min (Free N8N Template),"In this detailed tutorial, Nick Saraev demonstrates a complete workflow to build a website chat agent within 13 minutes using a free template. The system integrates an AI chatbot using an OpenAI Chat model with window buffer memory, and it leverages Google Calendar APIs for event retrieval and booking. The setup includes configuring an embedded chat widget via CDN code, along with instructions on prompt customization and dynamic scheduling, making it ideal for businesses.",Nick Saraev,https://www.youtube.com/watch?v=c2kaOwkkhpo,https://drive.google.com/file/d/1YG9P3Jzqs4TIgEzaTEPMPpIKHTWujhmx/view?usp=drive_link,2025-02-28T23:52:37.000Z
121,Agent Creator,I Built An n8n Agent That Builds Other Agents (Game Changer),"Mark Kashef demonstrates a highly technical system that leverages a core workflow to generate fully functional automation agents from simple textual prompts. The method uses JSON blueprint conversion, subflow invocation, deep research with perplexity, and integrations with Slack, Google Sheets, and Google Calendar to create self-building workflows. The video details how the agent scans a large automation database and outputs a clickable import link for immediate use. A free template is provided via Gumroad.",Mark Kashef,https://www.youtube.com/watch?v=mQ-2lcl3svc,https://drive.google.com/file/d/1xuUSr26-imVhXdOYtgvRj6dC1Q64qyB3/view?usp=drive_link  https://drive.google.com/file/d/1gyD0h4PC-0LoPGqYLYSaqvIAnbBU36EH/view?usp=drive_link ,2025-02-27T22:16:12.000Z
123,Agent Communication Workflow,"Make Your Agents Communicate Better in n8n (Feedback, Specifying Inputs, Agent Logs)","This workflow demonstrates a multi-agent architecture where a parent agent communicates with child agents to perform tasks like story generation. It details the use of system and user messages, branching for error handling, and parameter validation (e.g., main character, setting, adventure) within a robust automation setup. Creator Nate Herk explains triggering sub-workflows, routing data via JSON, and managing execution logs to ensure seamless agent communication.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=vwlx-e8UYC8,https://drive.google.com/file/d/1P6nmdLur8KaXBa0yC9UYtyWsmQrOG-Ap/view?usp=drive_link  https://drive.google.com/file/d/1OYUcXCCe6O5HSK30lfOqx_cC1LhVO8en/view?usp=drive_link  https://drive.google.com/file/d/1DAhQB9mCTPmJAL4rckstYdZ5nIOFReHp/view?usp=drive_link ,2025-02-24T18:39:51.000Z
124,AI Email Agent,Build your first Ai Agent on n8n (no code),"In this video, Rory Ridgers demonstrates a complete workflow to build an AI email automation agent. The system uses a chat trigger as input and integrates a GPT-4 based chat model for decision making, alongside a memory node to maintain context. Built with tools that interact with Google Sheets for contact lookup and Gmail for sending and retrieving emails, the agent responds to natural language prompts. A free template is provided via Commonous for instant deployment.",Rory Ridgers,https://www.youtube.com/watch?v=DAbnhOOFuD8,https://drive.google.com/file/d/1hMSUQzkyxfgd_Xddd48tzrrjK0T7cxd0/view?usp=drive_link,2025-02-24T18:00:16.000Z
125,Viral Instagram Reels,Copy Top Viral Reels in 1 Click with THIS AI automation,"This system uses a no-code workflow to automatically scrape and analyze viral Instagram reels. It integrates with Airtable to fetch creator records, utilizes an API module to retrieve reel details, and processes data with looping and sorting modules. The workflow then downloads the video, uploads it for Gemini analysis, and uses OpenAI prompts to generate detailed guidelines on how the reel starts, ends, and its key elements. Built by 5minAI creators, Mark and Philipp, the free template is available via their community.",5minAI,https://www.youtube.com/watch?v=SQPPM0KLsrM,https://drive.google.com/file/d/1z6ViyFn1ROskvJNMTWCIfwHAG14HmdNB/view?usp=drive_link,2025-02-24T10:31:41.000Z
126,Supervisor Automation,n8n AI Agent Tutorial | Building Multi Agent Workflows,"Leon van Zyl presents a comprehensive multi-agent workflow system that orchestrates various AI agents using a free n8n template. The system includes a supervisor agent delegating tasks to worker agents for email, calendar, contacts, and content creation. It employs integrations with Gmail, Google Calendar, Google Contacts, Serp API, and Pinecone for a custom knowledge base. The setup leverages AI models like OpenAI GPT-4 and Grog for different tasks, making automation seamless.",Leon van Zyl,https://www.youtube.com/watch?v=o2Pubq36Pao,https://drive.google.com/file/d/1iU4bsasK-0_iyUvAZ2jXAAZj51L4EMak/view?usp=drive_link  https://drive.google.com/file/d/1CRHKYJMIGBkzlAVdXVd98BnHJw7iB0-V/view?usp=drive_link  https://drive.google.com/file/d/15Cz-cUo2gggSW39Ql4cUuIEhbtobG1jO/view?usp=drive_link  https://drive.google.com/file/d/1P0K3_lctW9xg-4r48Tk_cUgH_TRAe3Ls/view?usp=drive_link  https://drive.google.com/file/d/1zEbzYbi1OyK5OicBH08bWIVdlfztv4VC/view?usp=drive_link  https://drive.google.com/file/d/1XYsyJuU5HGI-flnc8Ia2MFHV_zt4edXn/view?usp=drive_link ,2025-02-23T14:52:40.000Z
129,Personal Assistant AI Agent,I made a Personal Assistant Ai Agent on n8n (no code),"This system built by Rory Ridgers is a complete personal assistant AI agent workflow that manages emails, calendar events, and Airtable CRM records while generating YouTube video ideas. It uses a Telegram trigger to receive both text and voice inputs, employs LLM steps for transcriptions and extracting company URLs via Google search, and integrates Gmail, Google Calendar, and Airtable. The workflow also features a YouTube ideas tool powered by GPT-40 mini, all assembled in a no-code setup using a free template.",Rory Ridgers,https://www.youtube.com/watch?v=kvY6CMe1Rmc,https://drive.google.com/file/d/16x81ZbiXOR38VzfOOe5slUysAM7AI9Bi/view?usp=drive_link,2025-02-21T20:37:29.000Z
130,Make Workflow Converter,How to EASILY Convert Make Automations to n8n (No Code),"In this system, Mark Kashef demonstrates a method to convert Make.com JSON blueprints into fully functional automation templates for n8n. The workflow leverages a Google Drive trigger for file monitoring, converts binary data to JSON, and employs advanced node mapping using GPT-03 and Perplexity for error checking and handling unsupported integrations. It supports batch processing and includes robust validation steps, all available via a free template accessible through the Gumroad link.",Mark Kashef,https://www.youtube.com/watch?v=bK_4qJiQ5IM,https://drive.google.com/file/d/17VOc0_yCn5Q1lG_Rpv-_Ox7Ri_WDoZKH/view?usp=drive_link,2025-02-21T18:00:35.000Z
131,Voice AI Caller,This n8n AI Voice Agent Will Call Anyone For You (100% automatic),"This system automates voice calls using an AI agent built in n8n. It orchestrates a voice AI that integrates a ChatGPT-based model, short-term memory, and various tools like Telegram triggers, HTTP requests for web scraping via Appify from Google Maps, and integrations with Google Contacts and Calendar for booking. Outbound calls are managed through Vapi. Developed by Jono Catliff, this free blueprint is available via Gumroad.",Jono Catliff,https://www.youtube.com/watch?v=k3mcttDLJB4,https://drive.google.com/file/d/1VD_WTaUoLRgG-dWuPJ71_bLMCzgLtpmO/view?usp=drive_link  https://drive.google.com/file/d/13gBZ5nag70oAodLHS7ugVnRRgKXYoVY-/view?usp=drive_link  https://drive.google.com/file/d/1CE769nokIMWCZA3_MQ9UZn3jyQ08x0I-/view?usp=drive_link  https://drive.google.com/file/d/1vcjpBNx_kd8kmHe-JNsitNO8sqVEiMFy/view?usp=drive_link ,2025-02-20T04:01:15.000Z
132,Calendar Agent,I Built a Human in the Loop Calendar Agent in n8n with No Code,"This workflow demonstrates a human-in-the-loop calendar system that automates scheduling tasks by combining intent, feedback, and correction agents. It integrates Google Calendar for creating, updating, and deleting events; Airtable is used for contact verification; and Telegram serves as the interface for human confirmation. Built and demonstrated by Nate Herk, it ensures conflict checking, attendee verification, and dynamic adjustments—all without a single line of code.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=z-gDDajSSNE,https://drive.google.com/file/d/1KPcGwRPH_o0BZ9x3ISRcPOdmImu8yYEB/view?usp=drive_link,2025-02-19T22:02:57.000Z
133,Upwork Automation Agent,I Built An AI Agent That Automates Upwork ($500K+ Earned),"This system automates Upwork job applications by orchestrating an AI agent that triggers multiple workflows: one generates a tailored application copy, another creates a dynamic Google Docs proposal using a pre-designed template, and a third produces a mermaid diagram for workflow visualization. It leverages ChatGPT prompt engineering, workflow triggers, and API integrations with Google Drive to deliver a high-quality, revenue-driving automation solution. Created by Nick Saraev.",Nick Saraev,https://www.youtube.com/watch?v=0LVTTv9zxwE,https://drive.google.com/file/d/1GxyOkaCQ2jijODNNNg_GYD8MLsBtgWeS/view?usp=drive_link  https://drive.google.com/file/d/11mOiQAb2CPdJ6B30A-y4dn_LuAaIrWMN/view?usp=drive_link  https://drive.google.com/file/d/1B-JV6NDdd0vkiIsaM39hOi_AHdbOrgsV/view?usp=drive_link ,2025-02-19T02:42:44.000Z
134,Local AI Supabase Agent,Run Supabase 100% LOCALLY for Your AI Agents,"Cole Medin upgrades the original local AI package by the n8n team by integrating Supabase into the stack, providing a local, Dockerized solution for AI agents. The system leverages n8n for workflow automation, incorporates Supabase as both an SQL database and PGVector-based vector store for RAG, and works alongside tools like Ollama and Flowise. This detailed setup demonstrates container orchestration, environment variable configuration, and troubleshooting, all built on a free template available on GitHub.",Cole Medin,https://www.youtube.com/watch?v=pOsO40HSbOo,https://drive.google.com/file/d/1HTNCir9RFmYGV6XWAhsVvVwjUHyGVl3t/view?usp=drive_link,2025-02-17T01:00:41.000Z
135,AI Life Assistant,This n8n AI Assistant Will Manage Your Life (Automate Everything),"This workflow is a comprehensive AI personal assistant built on a n8n blueprint by Jono Catliff. It automates a range of tasks including calendar management, email handling, document processing (PDF to JSON extraction), Airtable task updates, and social media content generation. Integrated modules include Telegram triggers, HTTP requests, voice agent functionalities with vapi, and data merging for multi-type inputs. The free template is available via the provided Gumroad link.",Jono Catliff,https://www.youtube.com/watch?v=iEzr0GdFitU,https://drive.google.com/file/d/1un7zmUQzszQeYemiiQa_BgRBg-mSa0IC/view?usp=drive_link  https://drive.google.com/file/d/1IbG_ETQc4PuLmseh1QV-JOa7hlKPBEWM/view?usp=drive_link  https://drive.google.com/file/d/1HQIKlEMlPHraWAEBGbhacURjqaQmggM-/view?usp=drive_link  https://drive.google.com/file/d/1EOQJW9laQQEkq6ePmbpa1-w6kTUK3Uml/view?usp=drive_link  https://drive.google.com/file/d/1rYXqD60yhZ0r8uXrp4dSjDd4FUGywUkr/view?usp=drive_link  https://drive.google.com/file/d/1IBuRANFwJITSUZZF8OwjZAWa2ft3Ssza/view?usp=drive_link  https://drive.google.com/file/d/19Nd5VkE5-tHPvyqeX1VI0c59daHvwt1o/view?usp=drive_link ,2025-02-16T16:00:45.000Z
136,AI Voice Travel Agent,I Built an AI Voice Travel Agent with ElevenLabs and n8n (Free Template),"This system implements an AI Voice Travel Agent that leverages ElevenLabs for realistic voice interactions and automates travel planning via a detailed workflow. It collects travel details via a webhook and retrieves flights, hotel, and activity information using APIs (including Ser API and Tavali), then formats a personalized HTML email with airport codes, dates, and amenities. Created by Nate Herk, the free template is available through his Skool community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=5zhTxuuPc3A,https://drive.google.com/file/d/1_pRzOQMU0E_uitCxAilcvelukXOLTfOl/view?usp=drive_link,2025-02-16T02:12:34.000Z
138,RAG AI Agent,Create This RAG n8n AI Agent in 30 Minutes (You'll Use This Daily),"In this video, Jono Catliff builds a fully functional RAG AI agent workflow using n8n. The system uses Google Drive as a trigger to detect new documents, uploads file data to a Pinecone vector store with OpenAI text embeddings and a recursive text splitter, and integrates Airtable to automatically generate tasks. This detailed example shows the integration of APIs and AI agents within a robust automation pipeline. The free blueprint template is provided by the creator on Gumroad.",Jono Catliff,https://www.youtube.com/watch?v=KC34sUqgU5A,https://drive.google.com/file/d/1DePiMuwOnKru3Llo2uZjVPaj9VKLxKcs/view?usp=drive_link  https://drive.google.com/file/d/1teQpVLs-3_nX6itv0GjRH5sg9yte2LB8/view?usp=drive_link ,2025-02-14T01:18:12.000Z
139,Automated Email Manager,This n8n AI Agent Will Manage Your Email Inbox (100% Automatic),"Jono Catliff demonstrates an AI-powered email management system for Gmail that uses a free n8n workflow. The workflow automatically classifies emails into categories such as promotions, social, personal, sales, receipts, and miscellaneous using an AI text classifier powered by ChatGPT (GPT-4 mini). It then performs actions like labeling, summarizing, drafting replies, forwarding messages, and appending data to Google Sheets. The system integrates Gmail, OpenAI, Google Sheets, and custom logic. Free blueprint available on Gumroad.",Jono Catliff,https://www.youtube.com/watch?v=l0SiFihbetA,https://drive.google.com/file/d/16fEk0SgtcGqijGYBIrmZgfR13AQAJJX9/view?usp=drive_link,2025-02-12T23:17:49.000Z
140,Human-in-Loop Workflow,n8n Tutorial: AI Agents with Human Feedback,"Leon van Zyl demonstrates a sophisticated multi-agent AI system that orchestrates a storytelling process with human feedback checkpoints. The workflow sequentially generates a story premise, characters, and outline, integrating Telegram for real-time feedback, Gmail for email delivery, and OpenAI's GPT models for content generation. The video details how to set up decision points using text classifiers and set nodes, with a free downloadable template available via the linked workflow prompt.",Leon van Zyl,https://www.youtube.com/watch?v=4wsV1GgIsrs,https://drive.google.com/file/d/1cjOP713BwHJNrQq8tbZe2JtHi6kQA1i5/view?usp=drive_link  https://drive.google.com/file/d/1dIWQlEIHHl7TCZwg7HjnwuoilyqceKLt/view?usp=drive_link ,2025-02-11T14:14:59.000Z
141,Instagram Parasite System,The N8N Instagram Parasite System (10K Followers In 15 Days),"Nick Saraev demonstrates a complete Instagram scraping and content repurposing workflow built on n8n. This system uses Apify to scrape Instagram Reels from niche profiles, then processes the data via HTTP requests, integrates with Google Sheets for record management, and uses OpenAI Whisper for video transcription. Advanced steps include filtering with AI (GPT and Perplexity) to generate tailored content, making it ideal for automating social media growth. A free template is provided.",Nick Saraev,https://www.youtube.com/watch?v=9zBtU1mwOR4,https://drive.google.com/file/d/1TF418y0Ff1XmXVMlna0olcW8iXbUSFdP/view?usp=drive_link,2025-02-11T04:00:05.000Z
142,Agentic Workflow Systems,4 Agentic Frameworks for More Efficient Workflows in n8n,"In this video tutorial, Nate Herk showcases four specialized frameworks—prompt chaining, routing, parallelization, and evaluator optimizer—built using an n8n system. The workflows demonstrate sequential processing for blog generation, email classification with Gmail, Telegram alerts for high priority tasks, parallel data analysis with distinct LLMs, and an iterative optimization loop that refines outputs via Google Docs integration. Free templates for these agent-driven workflows are available in the community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=nSQnJoqK4DQ,https://drive.google.com/file/d/1d6rikqHI_20LQtV3az7O1jIlgxXwOxDi/view?usp=drive_link  https://drive.google.com/file/d/1ZonJFV6B8U2px_-Fe8WblUDfNvsKomZf/view?usp=drive_link  https://drive.google.com/file/d/1f-AqEGZ8b-EIHwfLtxz9QMexEQ-pcYbg/view?usp=drive_link  https://drive.google.com/file/d/1tKgq5uXibES3KSNZi7RkMBiixQxQ7UeL/view?usp=drive_link ,2025-02-10T16:03:00.000Z
143,AI Agent Calendar & Sheets Bot,Build Your First No-Code n8n AI Agent (Beginner's Guide),"Jono Catliff’s video details a dual AI agent workflow built in n8n. The first agent processes internal chat messages using integrated calculator and Wikipedia modules via an OpenAI chat model and memory. The second agent uses Telegram to handle text and voice inputs, transcribe audio, and automate Google Calendar event creation/updating with logging to Google Sheets. This setup demonstrates advanced multi-tool AI automation with dynamic scheduling and conflict management. Free blueprint templates are available at the provided link.",Jono Catliff,https://www.youtube.com/watch?v=81prU7h9yWs,https://drive.google.com/file/d/1JcVrQKNTzgqbJcj0EMFbtWjiUK5Fk_mt/view?usp=drive_link  https://drive.google.com/file/d/1G1X-kX70sMy-bmU1ppUJegqOXOONvRK4/view?usp=drive_link ,2025-02-09T19:00:04.000Z
146,Human Loop Sales,I Built a Human In The Loop Sales Team That Waits for Feedback and Approval in n8n,"This workflow implements a human-in-the-loop solution for AI-driven sales email outreach. It uses an Airtable trigger to capture leads, then an AI sales agent generates personalized emails while a revision agent refines them based on human feedback via Gmail. With a structured output parser splitting email subjects and bodies, the system leverages Claude 3.5 for content generation. Created by Nate Herk, the workflow is available as a free downloadable template via his community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=FcAAlOw6KZ8,https://drive.google.com/file/d/1t64LWOhddRMDPFi1OfOpBlRn7cHqiMhM/view?usp=drive_link,2025-02-05T21:12:28.000Z
147,AI Proposal Generator,"I Built A $2,485 AI Proposal Generator In N8N (Copy This)","Dynamic AI Proposal Generator is an automated workflow built on n8n that converts form input into professional, customized proposals. The system duplicates and customizes a Google Slides template by replacing text fields with AI-generated content via the OpenAI API. It also integrates with Gmail for automated delivery and supports Pandadoc enhancements. Created by Nick Saraev, this video provides a free-use template hosted on Gumroad.",Nick Saraev,https://www.youtube.com/watch?v=viN9gX030T4,https://drive.google.com/file/d/1ILUbRyqO4i-rQO3V8MGjHXV9PLneNe6r/view?usp=drive_link,2025-02-05T02:45:07.000Z
