name,title,creator,youtube_url,template_url,date_posted
AI Memory Assistant,Build an AI Agent That Actually Remembers You (n8n Tutorial),Leon van Zyl,https://www.youtube.com/watch?v=t_azqARQSb8,https://drive.google.com/file/d/1WwQi8GjaPJgFCc5UWv5gHTig-Any8kAz/view?usp=drive_link  https://drive.google.com/file/d/1ux94BknPxPV6wqUW8AtBq6hR71Xf914R/view?usp=drive_link ,2025-02-06T15:30:30.000Z
AI Price Tracker,Watch Me Build a $7.5k AI Price Tracker in 40 min (N8N) (No-Code),Ben AI,https://www.youtube.com/watch?v=KFB6BBcbIjg,https://drive.google.com/file/d/1vPITJg2ceRPUAqvIWlelg069sJebyaER/view?usp=drive_link,2025-02-06T08:00:16.000Z
Human Loop Sales,I Built a Human In The Loop Sales Team That Waits for Feedback and Approval in n8n,Nate Herk | AI Automation,https://www.youtube.com/watch?v=FcAAlOw6KZ8,https://drive.google.com/file/d/1t64LWOhddRMDPFi1OfOpBlRn7cHqiMhM/view?usp=drive_link,2025-02-05T21:12:28.000Z
AI Proposal Generator,"I Built A $2,485 AI Proposal Generator In N8N (Copy This)",Nick Saraev,https://www.youtube.com/watch?v=viN9gX030T4,https://drive.google.com/file/d/1ILUbRyqO4i-rQO3V8MGjHXV9PLneNe6r/view?usp=drive_link,2025-02-05T02:45:07.000Z
Ultimate AI Assistant,I Built the Ultimate Team of AI Agents in n8n With No Code (Free Template),Nate Herk | AI Automation,https://www.youtube.com/watch?v=9FuNtfsnRNo,https://drive.google.com/file/d/1jeWlCmi_aOGEsvUcIexGNyj9RI8oUMs5/view?usp=drive_link  https://drive.google.com/file/d/1nXudDokTVGBJohdS_jUKqcUTj1CYO9aO/view?usp=drive_link  https://drive.google.com/file/d/16hT112vkKH7WPBd1gXVMzDuGimIMehLq/view?usp=drive_link  https://drive.google.com/file/d/12vo-ispmMjBpIqTKcvJOXlA7llcbntCc/view?usp=drive_link  https://drive.google.com/file/d/1pj4L9NOwECWs0raucJPkWheR_AcTaQyM/view?usp=drive_link ,2025-02-03T04:05:00.000Z
Travel Agent Workflow,OpenAI Fires Back at DeepSeek With a New Reasoning Model: o3-mini (n8n AI Agent),Nate Herk | AI Automation,https://www.youtube.com/watch?v=IBaT-XQm_wE,https://drive.google.com/file/d/1RWYii5r5yOSIItRc-_6aNtXGmd-ltEA0/view?usp=drive_link  https://drive.google.com/file/d/1z7Pj1D9uiRLMfwpu2ofB1SGLSDhKSFTY/view?usp=drive_link ,2025-02-01T19:14:02.000Z
Gmail HR Workflow,How to process with AI 500 CVs from your Gmail in 1 hour,5minAI,https://www.youtube.com/watch?v=iNjFF4RzoVg,https://drive.google.com/file/d/1Iz1z5Xb1ceiwKIkM632kQZaHfYmkkIqH/view?usp=drive_link,2025-02-01T13:32:35.000Z
RAG Experiment System,Best Model for RAG? GPT-4o vs Claude 3.5 vs Gemini Flash 2.0 (n8n Experiment Results),Nate Herk | AI Automation,https://www.youtube.com/watch?v=_DbZjllXDv8,https://drive.google.com/file/d/1U74wSgEZOVT8Hl6Z9XhLzlmg38CPGAhq/view?usp=drive_link,2025-01-30T00:21:28.000Z
Cold Email AI Workflow,"N8N Foundational Concepts (AI Agents, JSON, Logic)",Nick Saraev,https://www.youtube.com/watch?v=6b442bN0CyI,https://drive.google.com/file/d/1H92R8P6Q8zRHbbbU9ZJl4XvI09Tn6PnP/view?usp=drive_link,2025-01-28T03:30:06.000Z
Crawl4AI Web Scraper,n8n + Crawl4AI - Scrape ANY Website in Minutes with NO Code,Cole Medin,https://www.youtube.com/watch?v=c5dw_jsGNBk,https://drive.google.com/file/d/1nUl0j6Y7HQRcE2sOOsU8hx9lTlVSMHJC/view?usp=drive_link  https://drive.google.com/file/d/159iNaTq4b4sO2LJY87Og7svvFB3RuBd_/view?usp=drive_link  https://drive.google.com/file/d/1UsJuUUq-63fQKGPNwnAZ3sNGwS-0Tntg/view?usp=drive_link  https://drive.google.com/file/d/1GOrBLRSOnEBkaG_ZzBr_hsPa9LEB615-/view?usp=drive_link ,2025-01-27T01:00:24.000Z
DeepSeek R1 Planner,How to Actually Build Agents with DeepSeek R1 in n8n (Without OpenRouter),Nate Herk | AI Automation,https://www.youtube.com/watch?v=tjaD65OCoE8,https://drive.google.com/file/d/1fjOajCeqbE1flHCpx5Kq0qr8nvoMsMVN/view?usp=drive_link,2025-01-24T17:17:32.000Z
Business Automation Suite,"N8N For Everyone (AI Agents, Workflows, & More)",Nick Saraev,https://www.youtube.com/watch?v=r6uX3btBgvw,https://drive.google.com/file/d/1qsO-s48nDhyv-xC6x9AO06W1hbdYxOGJ/view?usp=drive_link,2025-01-24T03:45:02.000Z
DeepSeek R1 Workflow,Two Ways to Save 96% of Your Money Using DeepSeek R1 in n8n,Nate Herk | AI Automation,https://www.youtube.com/watch?v=o69yGTxB8EE,https://drive.google.com/file/d/15Uf3Dk_0ilgXXbfPbU-H1_fczj7Er9md/view?usp=drive_link,2025-01-23T14:37:30.000Z
Omni AI Assistant,Build Your OWN AI Agent That Can SEE And SPEAK With Ease,Leon van Zyl,https://www.youtube.com/watch?v=cTvaMD4Tt9Y,https://drive.google.com/file/d/154CXEPU9aInFDPu5VeXmPyp2l9PRI2OV/view?usp=drive_link  https://drive.google.com/file/d/1OgJheom6elKiDngLw96h3H6Xh8Q1EF7T/view?usp=drive_link ,2025-01-21T11:00:46.000Z
Video Audition Analyzer,How to analyse any video with Gemini AI in N8N,5minAI,https://www.youtube.com/watch?v=zehXwwnH8d0,https://drive.google.com/file/d/18LCOLhvfUCIEifES9g7_bzAkQspp2jGp/view?usp=drive_link,2025-01-20T22:08:23.000Z
Tech Analyst Agent,How I Built A Technical Analyst AI Agent in n8n With No Code,Nate Herk | AI Automation,https://www.youtube.com/watch?v=dooXxhGy5Ow,https://drive.google.com/file/d/1S1t9eQmgYXVML6kWmOBZfJjyg563ppdi/view?usp=drive_link,2025-01-17T20:41:31.000Z
Email AI Agent,"How I'd Teach a 10 Year Old to Build AI Agents (No Code, n8n)",Nate Herk | AI Automation,https://www.youtube.com/watch?v=6DLZK7XDOGo,https://drive.google.com/file/d/1pkdI5-ezSEHMv1IuNqniaM60lMtnt04k/view?usp=drive_link,2025-01-17T04:08:31.000Z
Customer Support Automation,This AI Agent Handled 1000+ Support Tickets (Here's How),5minAI,https://www.youtube.com/watch?v=LCRxRnsWErs,https://drive.google.com/file/d/1SeslCyoTxjySKkppm2aCkSOcnuQw7W_D/view?usp=drive_link,2025-01-14T12:58:09.000Z
Voice RAG Agent,Having an Actual Conversation with Data Using an ElevenLabs Voice Agent and n8n,Nate Herk | AI Automation,https://www.youtube.com/watch?v=pJYm7MOyMH0,https://drive.google.com/file/d/1ix9Oihxw8GUT-VBdgBoL_7NoHFg-wvKW/view?usp=drive_link  https://drive.google.com/file/d/1YEc-zjlRwW0q8xX2HaCBbuXzlv5m_c-p/view?usp=drive_link ,2025-01-13T01:14:28.000Z
Telegram Chatbot Workflow,Flowise AI Tutorial (2025) #12 - Telegram Integration,Leon van Zyl,https://www.youtube.com/watch?v=o8yhnqCF2gs,https://drive.google.com/file/d/1puYPa55_fP14zxK8us4qb83dSOB30zFK/view?usp=drive_link  https://drive.google.com/file/d/1Xf-nw-sR_n7oGlCVrGgHE8hHXRZLv_H6/view?usp=drive_link  https://drive.google.com/file/d/1XRC2kHjweSajJ_e96i11EpFzZTI2_ovc/view?usp=drive_link  https://drive.google.com/file/d/152LPpnD3gJuKZXvINXVYZ68HqUwL6NE3/view?usp=drive_link  https://drive.google.com/file/d/1qxOCjhI7ki5QZda8e0QeuJeNUjN5weY5/view?usp=drive_link  https://drive.google.com/file/d/13d8PL79x7RA3gH9fC1_vxXjPr9KiOFLf/view?usp=drive_link ,2025-01-11T08:58:22.000Z
Airtable AI Agent,DOUBLE Your Business with this AI Agent for Airtable,5minAI,https://www.youtube.com/watch?v=SotqsAZEhdc,https://drive.google.com/file/d/1YfhuXF3KnSeiFn19IOyp9KQx7Lb2uSOD/view?usp=drive_link,2025-01-06T19:28:43.000Z
Email Auto Agent,"How I Built an AI Agent to Automate my Emails in n8n (Step by Step, No Code)",Nate Herk | AI Automation,https://www.youtube.com/watch?v=KIJHRq_Tg6o,https://drive.google.com/file/d/1CMMCcU56QNDyXLo2G9GTbjMr6CnXObiJ/view?usp=drive_link  https://drive.google.com/file/d/1yDwZQ5p_BkWJPs6cgIeuQ_zSK_8IEowo/view?usp=drive_link ,2024-12-12T01:35:24.000Z
RAG Document System,The Best RAG System On YouTube (Steal This!),Nate Herk | AI Automation,https://www.youtube.com/watch?v=Kvf-Pr1LRe4,https://drive.google.com/file/d/1_t3bSGLr2u-IT_cy9Pf0ry7wmw3uDgPe/view?usp=drive_link,2024-12-07T02:13:45.000Z
Invoice Processing Agent,This AI Agent Extracts Text From Images in n8n,Nate Herk | AI Automation,https://www.youtube.com/watch?v=skHe-qIRkM4,https://drive.google.com/file/d/1YZJKUed1cueBFn9yiOGj60GBLhI3i9m-/view?usp=drive_link,2024-12-05T21:34:27.000Z
Vector DB Integration,"Vector Database Optimization with n8n: Metadata, Text Splitting, & Embeddings",Nate Herk | AI Automation,https://www.youtube.com/watch?v=VBw5PEV-zKw,https://drive.google.com/file/d/1DjxnKBX35rCQta__qNSMpICilX5sZRYA/view?usp=drive_link,2024-12-04T01:11:47.000Z
Multi-Agent Content Maker,Build this Multi AI Agent System for Research and Content Creation in n8n,Nate Herk | AI Automation,https://www.youtube.com/watch?v=u2Tuu02r7QI,https://drive.google.com/file/d/1Up3GxZU9_29biPbi2H0VsxJl3S6GRMgu/view?usp=drive_link,2024-12-03T03:00:00.000Z
Personal Assistant,"How to Build a Personal Assistant AI Agent in n8n (Step-by-Step, No Code)",Nate Herk | AI Automation,https://www.youtube.com/watch?v=ZP4fjVWKt2w,https://drive.google.com/file/d/1-NTtE59s0xq6uhhm-01fOOG0XHtGwBDd/view?usp=drive_link  https://drive.google.com/file/d/10UW7XA4h--As9rmknmCPV-4qYQMS7_dS/view?usp=drive_link  https://drive.google.com/file/d/1jcCh0VbaAjoS_H7Qk-CzaS_w-np6Ve37/view?usp=drive_link  https://drive.google.com/file/d/1YCrEOazOxgqvQakaxH4OX9tezW5KXa3D/view?usp=drive_link ,2024-11-29T03:07:45.000Z
RAG Agent Workflow,Step by Step: RAG AI Agents Got Even Better,Nate Herk | AI Automation,https://www.youtube.com/watch?v=wEXrbtqNIqI,https://drive.google.com/file/d/1rlyxt0PlcFnz21hCjnALRPZSQjc3z9ZL/view?usp=drive_link  https://drive.google.com/file/d/1Wqvj3w1mp9TNSnvjtB0p9ZhqAm8wtsc0/view?usp=drive_link ,2024-11-24T02:25:14.000Z
Email Scraper,Step by Step: Scrape UNLIMITED Emails for FREE with n8n,Nate Herk | AI Automation,https://www.youtube.com/watch?v=NzMNuuS5JbI,https://drive.google.com/file/d/1T1IZcunKHOlmQrv5jMUpvKqsVu6EJb9m/view?usp=drive_link  https://drive.google.com/file/d/1clcHKxR1shjZu-CUj05k3R9gUrTbPcf2/view?usp=drive_link ,2024-11-15T00:42:12.000Z
Lead Nurturing Workflow,Step By Step: Automating Lead Nurturing with No Code in n8n,Nate Herk | AI Automation,https://www.youtube.com/watch?v=fWtXJswvUcA,https://drive.google.com/file/d/1aLQOrXF8LQsi6UI-qqbLqZhcW-cuWVJp/view?usp=drive_link,2024-11-01T00:34:10.000Z
AI Agent Workflow Masterclass,n8n Masterclass: Build AI Agents & Automate Workflows (Beginner to Pro),Nate Herk | AI Automation,https://www.youtube.com/watch?v=ZHH3sr234zY,https://drive.google.com/file/d/1WL-IJULogX6h4wvNHnodJTnE4mzgOvJX/view?usp=drive_link  https://drive.google.com/file/d/1BjrxM3yZI2m-QPpC65fV-LQAR5UYq4Ml/view?usp=drive_link  https://drive.google.com/file/d/16inc2zxJAtAlDCxxWK7pwHz3-kZWCVee/view?usp=drive_link ,2024-10-20T23:24:52.000Z
Pinecone RAG Agent,Step-By-Step: Add 100+ Files to Pinecone for RAG AI Agent with n8n,Nate Herk | AI Automation,https://www.youtube.com/watch?v=iT9xpiUwVbI,https://drive.google.com/file/d/1F0buhz4quaxru0H1GQbcYWnefWik_vyP/view?usp=drive_link  https://drive.google.com/file/d/1dP1ujDPksBYQUbivmijquDri5E1oFhCg/view?usp=drive_link ,2024-10-18T04:39:17.000Z
Inbox AI Automator,I Built an AI Agent that Automated my Inbox with n8n (No Code),Nate Herk | AI Automation,https://www.youtube.com/watch?v=JUx2ZfNfD64,https://drive.google.com/file/d/1y6HbQ9V-eYxFf167rjxTxKIfQzVEAYA2/view?usp=drive_link,2024-10-15T03:19:39.000Z
Personal Assistant AI,I Built a Personal Assistant AI Agent with No Code in n8n,Nate Herk | AI Automation,https://www.youtube.com/watch?v=omw1MEvMCo0,https://drive.google.com/file/d/1hbZp6hIXDpyyHaR1gR4igpSbEJgdHT2a/view?usp=drive_link  https://drive.google.com/file/d/1sUObA32j6HTdWtLcHsOCTJ2xtCpiEaWR/view?usp=drive_link  https://drive.google.com/file/d/1tyz8fyezQQ3RvSmX4jdoLiaeH2fwYWRM/view?usp=drive_link  https://drive.google.com/file/d/1RtDoTmF2zhLhoRNiD_LldGZHuxi0T1-n/view?usp=drive_link  https://drive.google.com/file/d/1alDeKxzDLbP4Kx5v6eNmiQqQnIAcH8J2/view?usp=drive_link  https://drive.google.com/file/d/1TyNe9JVcB8jMLwyjbH7f9X5thBmd1yvc/view?usp=drive_link  https://drive.google.com/file/d/1CM7hWjc0yXXUwsR5g7om6jNEdXb3M2xI/view?usp=drive_link ,2024-10-12T05:36:00.000Z
